filename, num_gunshots, gunshot_location (in seconds), ,,,,,,,,,,,,,,,,,,,,,
1298fc2a-4470-4cbd-a8c7-8c6e103d7c4f_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1298fc2a-4470-4cbd-a8c7-8c6e103d7c4f_chan1_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1298fc2a-4470-4cbd-a8c7-8c6e103d7c4f_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1298fc2a-4470-4cbd-a8c7-8c6e103d7c4f_chan2_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1298fc2a-4470-4cbd-a8c7-8c6e103d7c4f_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1298fc2a-4470-4cbd-a8c7-8c6e103d7c4f_chan3_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1298fc2a-4470-4cbd-a8c7-8c6e103d7c4f_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1298fc2a-4470-4cbd-a8c7-8c6e103d7c4f_chan4_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1298fc2a-4470-4cbd-a8c7-8c6e103d7c4f_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1298fc2a-4470-4cbd-a8c7-8c6e103d7c4f_chan5_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1298fc2a-4470-4cbd-a8c7-8c6e103d7c4f_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1298fc2a-4470-4cbd-a8c7-8c6e103d7c4f_chan6_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1298fc2a-4470-4cbd-a8c7-8c6e103d7c4f_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1298fc2a-4470-4cbd-a8c7-8c6e103d7c4f_mean_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1383f872-0338-4ca4-932c-d025fd10c8da_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
13bfab79-9198-4558-a1bf-4f8aedd4d6f9_chan0_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
13bfab79-9198-4558-a1bf-4f8aedd4d6f9_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
13bfab79-9198-4558-a1bf-4f8aedd4d6f9_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
13bfab79-9198-4558-a1bf-4f8aedd4d6f9_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
13bfab79-9198-4558-a1bf-4f8aedd4d6f9_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
13bfab79-9198-4558-a1bf-4f8aedd4d6f9_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
13bfab79-9198-4558-a1bf-4f8aedd4d6f9_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
13bfab79-9198-4558-a1bf-4f8aedd4d6f9_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
13d6021d-7270-4635-b6ad-2cd4b6313314_chan0_v0,3,0.621723356,1.619433107,2.409954649,,,,,,,,,,,,,,,,,,,,
13d6021d-7270-4635-b6ad-2cd4b6313314_mean_v0,3,1.654353741,2.57138322,3.455351474,,,,,,,,,,,,,,,,,,,,
1475f234-1ab9-4202-82f4-96d5ecb9f064_chan0_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1475f234-1ab9-4202-82f4-96d5ecb9f064_mean_v0,1,1.696417234,,,,,,,,,,,,,,,,,,,,,,
14c90b51-6fac-410d-90b6-c85c66047de6_v0,3,1.631337868,2.499795918,2.947959184,,,,,,,,,,,,,,,,,,,,
15b04a92-4a19-4d7c-b961-e072a020eb33_v1,1,1.598276644,,,,,,,,,,,,,,,,,,,,,,
15d53f4b-0e9d-476e-b321-6ca604f89412_chan0_v0,5,1.534693878,1.74122449,2.146598639,2.325328798,2.554126984,,,,,,,,,,,,,,,,,,
15d53f4b-0e9d-476e-b321-6ca604f89412_chan1_v0,5,1.75,1.942834467,2.346984127,2.529795918,2.758253968,,,,,,,,,,,,,,,,,,
15d53f4b-0e9d-476e-b321-6ca604f89412_mean_v0,6,1.735442177,1.973174603,2.049478458,2.382585034,2.568548753,2.646145125,,,,,,,,,,,,,,,,,
15e3326c-0003-40dc-9ff1-e7e478a10cf2_v0,2,1.75,1.968276644,,,,,,,,,,,,,,,,,,,,,
172e14ff-419c-441c-bf53-3c9ed0ffa490_chan0_v0,4,1.75,1.940385488,2.125736961,2.311201814,,,,,,,,,,,,,,,,,,,
172e14ff-419c-441c-bf53-3c9ed0ffa490_chan1_v0,4,1.559659864,1.75,1.935351474,2.120816327,,,,,,,,,,,,,,,,,,,
172e14ff-419c-441c-bf53-3c9ed0ffa490_chan2_v0,4,1.75,1.940362812,2.125736961,2.311179138,,,,,,,,,,,,,,,,,,,
172e14ff-419c-441c-bf53-3c9ed0ffa490_chan3_v0,4,1.75,1.940385488,2.125759637,2.311201814,,,,,,,,,,,,,,,,,,,
172e14ff-419c-441c-bf53-3c9ed0ffa490_chan4_v0,4,1.55968254,1.75,1.93537415,2.120816327,,,,,,,,,,,,,,,,,,,
172e14ff-419c-441c-bf53-3c9ed0ffa490_chan5_v0,4,1.559319728,1.75,1.935351474,2.120839002,,,,,,,,,,,,,,,,,,,
172e14ff-419c-441c-bf53-3c9ed0ffa490_chan6_v0,4,1.55968254,1.75,1.935351474,2.120816327,,,,,,,,,,,,,,,,,,,
172e14ff-419c-441c-bf53-3c9ed0ffa490_mean_v0,4,1.75,1.940362812,2.125736961,2.311179138,,,,,,,,,,,,,,,,,,,
17a032fa-b347-427f-b801-21c774034696_chan0_v0,5,0.872789116,1.178843537,1.40031746,1.637414966,2.034693878,,,,,,,,,,,,,,,,,,
17a032fa-b347-427f-b801-21c774034696_mean_v0,7,1.079569161,1.282063492,1.477755102,1.684489796,1.882040816,2.197732426,2.44430839,,,,,,,,,,,,,,,,
188f395f-a01c-4768-aa39-e20701953f19_chan0_v0,6,1.75,2.290634921,3.249931973,3.731201814,4.173287982,4.991950113,,,,,,,,,,,,,,,,,
188f395f-a01c-4768-aa39-e20701953f19_chan1_v0,6,1.75,2.286530612,3.250090703,3.738752834,4.136303855,4.991927438,,,,,,,,,,,,,,,,,
188f395f-a01c-4768-aa39-e20701953f19_chan2_v0,6,1.75,2.2669161,3.250022676,3.738684807,4.088004535,4.991950113,,,,,,,,,,,,,,,,,
188f395f-a01c-4768-aa39-e20701953f19_chan3_v0,6,1.75,2.290725624,3.25,3.772698413,4.173287982,4.991995465,,,,,,,,,,,,,,,,,
188f395f-a01c-4768-aa39-e20701953f19_chan4_v0,5,1.75,2.290702948,3.250022676,4.089705215,4.992063492,,,,,,,,,,,,,,,,,,
188f395f-a01c-4768-aa39-e20701953f19_chan5_v0,5,1.75,2.283061224,3.25,4.129047619,4.992063492,,,,,,,,,,,,,,,,,,
188f395f-a01c-4768-aa39-e20701953f19_chan6_v0,3,1.75,3.250022676,4.99185941,,,,,,,,,,,,,,,,,,,,
188f395f-a01c-4768-aa39-e20701953f19_mean_v0,5,1.75,2.289342404,3.25,4.175555556,4.991995465,,,,,,,,,,,,,,,,,,
188fea3b-1a81-4fd3-a4d2-4ed86107dc6e_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
19062f3c-9b24-43eb-aa91-797a1babffc3_chan0_v0,2,1.75,3.110748299,,,,,,,,,,,,,,,,,,,,,
19062f3c-9b24-43eb-aa91-797a1babffc3_chan1_v0,2,1.75,3.110975057,,,,,,,,,,,,,,,,,,,,,
19062f3c-9b24-43eb-aa91-797a1babffc3_chan2_v0,2,1.75,3.111020408,,,,,,,,,,,,,,,,,,,,,
19062f3c-9b24-43eb-aa91-797a1babffc3_chan3_v0,2,1.75,3.110521542,,,,,,,,,,,,,,,,,,,,,
19062f3c-9b24-43eb-aa91-797a1babffc3_chan4_v0,2,1.75,3.110521542,,,,,,,,,,,,,,,,,,,,,
19062f3c-9b24-43eb-aa91-797a1babffc3_chan5_v0,2,1.75,3.110793651,,,,,,,,,,,,,,,,,,,,,
19062f3c-9b24-43eb-aa91-797a1babffc3_chan6_v0,2,1.75,3.110975057,,,,,,,,,,,,,,,,,,,,,
19062f3c-9b24-43eb-aa91-797a1babffc3_mean_v0,2,1.75,3.110612245,,,,,,,,,,,,,,,,,,,,,
191df8d6-a4c9-4430-9ef8-e05c473fdbfb_chan0_v0,3,1.75,1.986848073,2.187891156,,,,,,,,,,,,,,,,,,,,
191df8d6-a4c9-4430-9ef8-e05c473fdbfb_chan1_v0,3,1.513151927,1.75,1.951247166,,,,,,,,,,,,,,,,,,,,
191df8d6-a4c9-4430-9ef8-e05c473fdbfb_chan2_v0,3,1.75,1.986825397,2.187891156,,,,,,,,,,,,,,,,,,,,
191df8d6-a4c9-4430-9ef8-e05c473fdbfb_chan3_v0,3,1.75,1.986575964,2.187845805,,,,,,,,,,,,,,,,,,,,
191df8d6-a4c9-4430-9ef8-e05c473fdbfb_chan4_v0,3,1.513151927,1.75,1.951043084,,,,,,,,,,,,,,,,,,,,
191df8d6-a4c9-4430-9ef8-e05c473fdbfb_chan5_v0,3,1.75,1.986621315,2.187845805,,,,,,,,,,,,,,,,,,,,
191df8d6-a4c9-4430-9ef8-e05c473fdbfb_chan6_v0,3,1.51324263,1.75,1.951360544,,,,,,,,,,,,,,,,,,,,
191df8d6-a4c9-4430-9ef8-e05c473fdbfb_mean_v0,3,1.75,1.986621315,2.187981859,,,,,,,,,,,,,,,,,,,,
19c4d59e-7e55-4246-b9bc-f7d5a8799fbd_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1a1db5f5-080b-4b6d-9c77-0fe675aed427_chan0_v0,3,1.75,3.093696145,4.147278912,,,,,,,,,,,,,,,,,,,,
1a1db5f5-080b-4b6d-9c77-0fe675aed427_chan1_v0,3,1.75,3.093628118,4.147188209,,,,,,,,,,,,,,,,,,,,
1a1db5f5-080b-4b6d-9c77-0fe675aed427_chan2_v0,3,1.75,3.093673469,4.147301587,,,,,,,,,,,,,,,,,,,,
1a1db5f5-080b-4b6d-9c77-0fe675aed427_chan3_v0,3,1.75,3.093673469,4.147188209,,,,,,,,,,,,,,,,,,,,
1a1db5f5-080b-4b6d-9c77-0fe675aed427_chan4_v0,3,1.75,3.093696145,4.147256236,,,,,,,,,,,,,,,,,,,,
1a1db5f5-080b-4b6d-9c77-0fe675aed427_chan5_v0,3,1.75,3.093696145,4.147256236,,,,,,,,,,,,,,,,,,,,
1a1db5f5-080b-4b6d-9c77-0fe675aed427_chan6_v0,3,1.75,3.093718821,4.147324263,,,,,,,,,,,,,,,,,,,,
1a1db5f5-080b-4b6d-9c77-0fe675aed427_mean_v0,3,1.75,3.093673469,4.147256236,,,,,,,,,,,,,,,,,,,,
1a6c051f-185a-479c-957b-55259fcbf287_chan0_v0,4,1.75,2.718435374,3.362834467,3.93861678,,,,,,,,,,,,,,,,,,,
1a6c051f-185a-479c-957b-55259fcbf287_chan1_v0,4,1.72739229,2.695918367,3.340272109,3.915419501,,,,,,,,,,,,,,,,,,,
1a6c051f-185a-479c-957b-55259fcbf287_chan2_v0,4,1.728208617,2.697052154,3.341043084,3.916734694,,,,,,,,,,,,,,,,,,,
1a6c051f-185a-479c-957b-55259fcbf287_chan3_v0,4,1.75,2.718594104,3.344331066,3.920045351,,,,,,,,,,,,,,,,,,,
1a6c051f-185a-479c-957b-55259fcbf287_chan4_v0,4,1.635804989,2.604263039,3.248662132,3.824512472,,,,,,,,,,,,,,,,,,,
1a6c051f-185a-479c-957b-55259fcbf287_chan5_v0,4,1.75,2.718344671,3.362834467,3.93861678,,,,,,,,,,,,,,,,,,,
1a6c051f-185a-479c-957b-55259fcbf287_chan6_v0,4,1.73015873,2.698594104,3.342562358,3.918253968,,,,,,,,,,,,,,,,,,,
1a6c051f-185a-479c-957b-55259fcbf287_mean_v0,4,1.75,2.718435374,3.362789116,3.938548753,,,,,,,,,,,,,,,,,,,
1ad661e0-c668-444f-846e-53b74fd3b800_chan0_v0,1,1.746848073,,,,,,,,,,,,,,,,,,,,,,
1ad661e0-c668-444f-846e-53b74fd3b800_chan1_v0,1,1.746848073,,,,,,,,,,,,,,,,,,,,,,
1ad661e0-c668-444f-846e-53b74fd3b800_chan2_v0,1,1.746712018,,,,,,,,,,,,,,,,,,,,,,
1ad661e0-c668-444f-846e-53b74fd3b800_chan3_v0,1,1.746893424,,,,,,,,,,,,,,,,,,,,,,
1ad661e0-c668-444f-846e-53b74fd3b800_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1ad661e0-c668-444f-846e-53b74fd3b800_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1ad661e0-c668-444f-846e-53b74fd3b800_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1ad661e0-c668-444f-846e-53b74fd3b800_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1b95d8c1-35d7-4b0f-88f1-97696602a0d4_v0,1,1.634512472,,,,,,,,,,,,,,,,,,,,,,
1b95d8c1-35d7-4b0f-88f1-97696602a0d4_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1bff3ff9-3bb6-43f3-96cd-abbbf7d84b46_chan0_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1bff3ff9-3bb6-43f3-96cd-abbbf7d84b46_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1bff3ff9-3bb6-43f3-96cd-abbbf7d84b46_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1bff3ff9-3bb6-43f3-96cd-abbbf7d84b46_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1bff3ff9-3bb6-43f3-96cd-abbbf7d84b46_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1bff3ff9-3bb6-43f3-96cd-abbbf7d84b46_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1bff3ff9-3bb6-43f3-96cd-abbbf7d84b46_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1bff3ff9-3bb6-43f3-96cd-abbbf7d84b46_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1c640d36-5831-494f-9707-4f02debe6a68_v0,1,1.721609977,,,,,,,,,,,,,,,,,,,,,,
1c640d36-5831-494f-9707-4f02debe6a68_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1c640d36-5831-494f-9707-4f02debe6a68_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1c640d36-5831-494f-9707-4f02debe6a68_v3,1,1.719727891,,,,,,,,,,,,,,,,,,,,,,
1c640d36-5831-494f-9707-4f02debe6a68_v4,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1c7f843b-8747-48af-be47-1ec4829d231e_v0,3,1.720952381,2.796303855,3.868798186,,,,,,,,,,,,,,,,,,,,
1caa03da-206e-4289-b6cf-441c8ce0bbe4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a_chan0_v0,1,1.739546485,,,,,,,,,,,,,,,,,,,,,,
1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a_chan1_v0,1,1.73829932,,,,,,,,,,,,,,,,,,,,,,
1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a_chan2_v0,1,1.738956916,,,,,,,,,,,,,,,,,,,,,,
1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a_chan3_v0,1,1.738888889,,,,,,,,,,,,,,,,,,,,,,
1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a_chan4_v0,1,1.739637188,,,,,,,,,,,,,,,,,,,,,,
1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a_chan5_v0,1,1.739931973,,,,,,,,,,,,,,,,,,,,,,
1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a_chan6_v0,1,1.73829932,,,,,,,,,,,,,,,,,,,,,,
1d0d6a99-0a6f-4cce-ad1e-1f952ac98f2a_mean_v0,1,1.739954649,,,,,,,,,,,,,,,,,,,,,,
1d736617-3e83-4662-9a19-69fd3a3c7c06_v0,6,1.75,1.989455782,2.230816327,2.475986395,2.701315193,2.914421769,,,,,,,,,,,,,,,,,
1d815f56-4309-4074-8bdb-cedaf6c0acc9_v1,3,1.593764172,3.481768707,5.376643991,,,,,,,,,,,,,,,,,,,,
1d815f56-4309-4074-8bdb-cedaf6c0acc9_v2,1,1.725895692,,,,,,,,,,,,,,,,,,,,,,
1d815f56-4309-4074-8bdb-cedaf6c0acc9_v3,2,1.593718821,3.869251701,,,,,,,,,,,,,,,,,,,,,
1dac4c78-7a4f-42f8-8323-d2235ecaf7ac_v0,3,1.75,3.483129252,5.140430839,,,,,,,,,,,,,,,,,,,,
1eb82b11-a962-4a55-82dc-9c5ec3dcdc65_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1eddf0db-7c77-4e49-a5e4-544368f8b67c_chan0_v0,5,1.75,2.8269161,4.236281179,4.75260771,5.07031746,,,,,,,,,,,,,,,,,,
1eddf0db-7c77-4e49-a5e4-544368f8b67c_chan1_v0,5,1.75,2.82707483,4.23814059,4.753628118,5.072222222,,,,,,,,,,,,,,,,,,
1eddf0db-7c77-4e49-a5e4-544368f8b67c_chan2_v0,5,1.748117914,2.824920635,4.236054422,4.752471655,5.070226757,,,,,,,,,,,,,,,,,,
1eddf0db-7c77-4e49-a5e4-544368f8b67c_chan3_v0,5,1.75,2.826780045,4.237936508,4.754331066,5.072063492,,,,,,,,,,,,,,,,,,
1eddf0db-7c77-4e49-a5e4-544368f8b67c_chan4_v0,5,1.75,2.828684807,4.239750567,4.754376417,5.072108844,,,,,,,,,,,,,,,,,,
1eddf0db-7c77-4e49-a5e4-544368f8b67c_chan5_v0,5,1.75,2.827369615,4.236303855,4.752653061,5.070362812,,,,,,,,,,,,,,,,,,
1eddf0db-7c77-4e49-a5e4-544368f8b67c_chan6_v0,5,1.75,2.827006803,4.238185941,4.753401361,5.072267574,,,,,,,,,,,,,,,,,,
1eddf0db-7c77-4e49-a5e4-544368f8b67c_mean_v0,5,1.75,2.827052154,4.236213152,4.752698413,5.070340136,,,,,,,,,,,,,,,,,,
1f111ba2-78da-49ba-80f3-0ffb18a10812_v0,6,1.75,2.073560091,2.38723356,2.689092971,3.004444444,3.304761905,,,,,,,,,,,,,,,,,
1f21c4cf-7c13-4418-94a5-fc3b79916f32_v0,4,1.530090703,1.75,1.971655329,2.208253968,,,,,,,,,,,,,,,,,,,
1f85c0fd-51bb-470c-9b40-0f0faa5cae1f_chan0_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1f85c0fd-51bb-470c-9b40-0f0faa5cae1f_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1f85c0fd-51bb-470c-9b40-0f0faa5cae1f_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1f85c0fd-51bb-470c-9b40-0f0faa5cae1f_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1f85c0fd-51bb-470c-9b40-0f0faa5cae1f_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1f85c0fd-51bb-470c-9b40-0f0faa5cae1f_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1f85c0fd-51bb-470c-9b40-0f0faa5cae1f_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1f85c0fd-51bb-470c-9b40-0f0faa5cae1f_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1f881663-d824-403c-bb7a-f97eb215a694_v0,2,1.75,2.918888889,,,,,,,,,,,,,,,,,,,,,
1f881663-d824-403c-bb7a-f97eb215a694_v1,4,0.442630385,1.595941043,2.682993197,3.750748299,,,,,,,,,,,,,,,,,,,
1f9f6134-5a65-4c68-918d-e37ea70068cb_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1f9f6134-5a65-4c68-918d-e37ea70068cb_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1f9f6134-5a65-4c68-918d-e37ea70068cb_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1f9f6134-5a65-4c68-918d-e37ea70068cb_v3,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1f9f6134-5a65-4c68-918d-e37ea70068cb_v4,1,1.639002268,,,,,,,,,,,,,,,,,,,,,,
1fab478a-049c-40e2-8662-8102e3501d67_chan0_v0,2,1.75,2.562517007,,,,,,,,,,,,,,,,,,,,,
1fab478a-049c-40e2-8662-8102e3501d67_chan1_v0,3,1.519365079,1.75,2.553310658,,,,,,,,,,,,,,,,,,,,
1fab478a-049c-40e2-8662-8102e3501d67_chan2_v0,3,1.51585034,1.75,2.550181406,,,,,,,,,,,,,,,,,,,,
1fab478a-049c-40e2-8662-8102e3501d67_chan3_v0,3,1.458843537,1.749591837,2.553741497,,,,,,,,,,,,,,,,,,,,
1fab478a-049c-40e2-8662-8102e3501d67_chan4_v0,3,1.518956916,1.75,2.553628118,,,,,,,,,,,,,,,,,,,,
1fab478a-049c-40e2-8662-8102e3501d67_chan5_v0,3,1.509750567,1.744240363,2.553628118,,,,,,,,,,,,,,,,,,,,
1fab478a-049c-40e2-8662-8102e3501d67_chan6_v0,3,1.515873016,1.75,2.550566893,,,,,,,,,,,,,,,,,,,,
1fab478a-049c-40e2-8662-8102e3501d67_mean_v0,2,1.75,2.562494331,,,,,,,,,,,,,,,,,,,,,
1fbde55f-15ba-4137-9d20-c9ed6cbf0f06_v0,3,1.659024943,1.89585034,2.168843537,,,,,,,,,,,,,,,,,,,,
1ff6e63d-c51b-418b-8fa3-65bd648d957c_v0,1,1.748072562,,,,,,,,,,,,,,,,,,,,,,
1ff6e63d-c51b-418b-8fa3-65bd648d957c_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1ff6e63d-c51b-418b-8fa3-65bd648d957c_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1ff6e63d-c51b-418b-8fa3-65bd648d957c_v3,1,1.75,,,,,,,,,,,,,,,,,,,,,,
1ff6e63d-c51b-418b-8fa3-65bd648d957c_v4,1,1.718027211,,,,,,,,,,,,,,,,,,,,,,
1ff6e63d-c51b-418b-8fa3-65bd648d957c_v5,1,1.75,,,,,,,,,,,,,,,,,,,,,,
201022ca-7dba-4eb6-9645-58ba06f2b80f_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
20d0f0a2-6d63-4f03-88f6-f2d840081356_v0,12,1.75,1.964739229,2.142222222,2.329705215,2.506213152,2.695079365,2.877913832,3.063560091,3.258956916,3.452154195,3.644013605,3.833492063,,,,,,,,,,,
20d5e3ac-a223-4610-8c28-9ccd36bb4e83_v0,6,1.75,2.919206349,4.07292517,5.226734694,6.313854875,7.383424036,,,,,,,,,,,,,,,,,
20d713fe-1c29-4454-8a0d-c5d6d0f97859_v0,1,1.742222222,,,,,,,,,,,,,,,,,,,,,,
210335ee-a2b0-411e-93de-86aaecd2c2c2_v0,5,1.501473923,1.75,1.957165533,2.162630385,2.358072562,,,,,,,,,,,,,,,,,,
210e3485-a655-4ade-b23f-74786943b62e_v0,1,1.630136054,,,,,,,,,,,,,,,,,,,,,,
219dffda-efcf-4046-b07a-27b55829b8b1_chan1_v0,1,1.702857143,,,,,,,,,,,,,,,,,,,,,,
219dffda-efcf-4046-b07a-27b55829b8b1_mean_v0,3,0.053265306,1.75,3.513446712,,,,,,,,,,,,,,,,,,,,
21e8d411-529e-42fc-abc9-0b0a90c2746f_v0,1,1.721156463,,,,,,,,,,,,,,,,,,,,,,
2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan0_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan0_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan1_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan1_v1,1,1.75,,,,,,,,,,,,,,,,,,,,,,
2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan2_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan2_v1,2,1.75,3.04877551,,,,,,,,,,,,,,,,,,,,,
2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan3_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan3_v1,2,1.75,3.04707483,,,,,,,,,,,,,,,,,,,,,
2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan4_v1,2,1.75,3.059387755,,,,,,,,,,,,,,,,,,,,,
2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan5_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan5_v1,2,1.75,3.010362812,,,,,,,,,,,,,,,,,,,,,
2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan6_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
2206e99c-e7ee-493b-902e-1a970a9fc4fe_chan6_v1,3,0.927006803,1.75,3.027414966,,,,,,,,,,,,,,,,,,,,
2206e99c-e7ee-493b-902e-1a970a9fc4fe_mean_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
2206e99c-e7ee-493b-902e-1a970a9fc4fe_mean_v1,3,0.924852608,1.75,3.059433107,,,,,,,,,,,,,,,,,,,,
22bd6a08-ba31-4ec3-b823-7a1edd7fe99f_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
22ed4ab2-febd-4d74-9777-ea4f8c6469ae_chan0_v0,1,1.740861678,,,,,,,,,,,,,,,,,,,,,,
22ed4ab2-febd-4d74-9777-ea4f8c6469ae_chan1_v0,1,1.736462585,,,,,,,,,,,,,,,,,,,,,,
22ed4ab2-febd-4d74-9777-ea4f8c6469ae_chan2_v0,1,1.744104308,,,,,,,,,,,,,,,,,,,,,,
22ed4ab2-febd-4d74-9777-ea4f8c6469ae_chan3_v1,1,1.643673469,,,,,,,,,,,,,,,,,,,,,,
22ed4ab2-febd-4d74-9777-ea4f8c6469ae_chan4_v0,1,1.75,,,,,,,,,,,,,,,,,,,,,,
22ed4ab2-febd-4d74-9777-ea4f8c6469ae_chan5_v0,1,1.64430839,,,,,,,,,,,,,,,,,,,,,,
22ed4ab2-febd-4d74-9777-ea4f8c6469ae_chan6_v0,1,1.646122449,,,,,,,,,,,,,,,,,,,,,,
22ed4ab2-febd-4d74-9777-ea4f8c6469ae_mean_v0,1,1.729886621,,,,,,,,,,,,,,,,,,,,,,
2392a437-9548-44f9-9d79-f5a0b6dcafb2_v0,1,1.70600907,,,,,,,,,,,,,,,,,,,,,,
2392a437-9548-44f9-9d79-f5a0b6dcafb2_v1,1,1.657936508,,,,,,,,,,,,,,,,,,,,,,
2392a437-9548-44f9-9d79-f5a0b6dcafb2_v2,1,1.75,,,,,,,,,,,,,,,,,,,,,,
2392a437-9548-44f9-9d79-f5a0b6dcafb2_v3,1,1.75,,,,,,,,,,,,,,,,,,,,,,
2392a437-9548-44f9-9d79-f5a0b6dcafb2_v4,1,1.658571429,,,,,,,,,,,,,,,,,,,,,,
2392a437-9548-44f9-9d79-f5a0b6dcafb2_v5,1,1.658526077,,,,,,,,,,,,,,,,,,,,,,
